kliniczna,Psychoneuroimmunologia,"Stosunkowo nowa dziedzina, która odkrywa powiązania między układem odpornościowym i ośrodkowym układem nerwowym."
kliniczna,Psychosomatyka,Dział medycyny i psychologii zajmujący się wzajemnymi związkami pomiędzy psychiką a ciałem. Opiera się na istniejącym widocznym wpływie czynników emocjonalnychi psychicznych (często nie uświadamianych) na stan zdrowia człowieka. 
kliniczna,Depresja maskowana,"Stan, w którym w obrazie chorobowym dominują objawy somatyczne (objawy takie jak: bóle głowy, bóle mięśni i stawów, dolegliwości gastryczne, dla których nie udaje się zidentyfikować medycznej przyczyny)."
kliniczna,Zaburzenia psychiczne,"wzorce lub zespoły zachowań, sposobów myślenia, czucia, postrzegania oraz innych czynności umysłowych i relacji z innymi ludźmi, będące źródłem cierpienia lub utrudnień w indywidualnym funkcjonowaniu dotkniętej nimi osoby"
kliniczna,Parafilia,"rodzaj zaburzenia na tle seksualnym, w którym wystąpienie podniecenia seksualnego i pełnej satysfakcji seksualnej uzależnione jest od pojawienia się specyficznych obiektów (w tym osób), rytuałów czy sytuacji; długotrwałe, nawracające, silne, seksualnie podniecające fantazje, seksualne pobudki lub zachowania, które obejmują niezwykłe obiekty, działania lub sytuacje "
kliniczna,Psychoza,"zaburzenie psychiczne definiowane w psychiatrii jako stan umysłu, w którym na skutek zakłóceń w postrzeganiu (percepcji) rzeczywistości, a czasem także zaburzeń
świadomości, osoba ma trudność z odróżnieniem tego, co jest rzeczywiste, a co nie"
kliniczna,Urojenia,"zaburzenia treści myślenia polegające na fałszywych przekonaniach, błędnych sądach, odpornych na wszelką argumentację i podtrzymywane mimo obecności dowodów wskazujących na ich nieprawdziwość"
kliniczna,Halucynacje (omamy),"to nieprawidłowe doznania zmysłowe spowodowane zaburzeniem funkcji poznawczych organizmu - obrazy, dźwięki, smaki, zapachy, doznania czuciowe lub idee będące iluzją odbieraną przez organizm jako realne bodźce zmysłowe, przedmioty lub zjawiska"
kliniczna,Zaburzenia pozorowane,"grupa zaburzeń psychicznych cechujących się świadomym, lecz wywoływanym impulsywnie, wytwarzaniem lub udawaniem objawów chorobowych, w celu przyjęcia roli chorego"
kliniczna,Psychoterapia,"stosowanie metod psychologicznych, zwłaszcza opartych na regularnym kontakcie międzyludzkim, w celu pomocy osobom zmagającym się z różnorodnymi problemami. Psychoterapia służy poprawie dobrostanu i zdrowia
psychicznego, rozwojowi relacji i umiejętności
społecznych, może dotyczyć zmiany lub radzenia sobie z dokuczliwymi zachowaniami, przekonaniami, obsesjami, myślami lub emocjami."
kliniczna,Terapia poznawczo-behawioralna,"jest jasno sprecyzowaną, zorientowaną na cel formą psychoterapii. Zajmuje się głównie teraźniejszością, a nie przeszłością, wychodząc z założenia, że każdą bolesną emocję i nieodpowiednie zachowanie da się zmienić, nawet jeżeli są one mocno utrwalone i trwają wiele lat."
kliniczna,Psychoanaliza,"metoda poznania i leczenia człowieka, umożliwia osobom, które się jej poddają poznanie niektórych nieświadomych mechanizmów i konfliktów, i uzyskanie większego wpływu na własne życie. Została zapoczątkowana przez Zygmunta Freuda."
kliniczna,Test psychometryczny," pomiar próbki zachowania - pozwala na podstawie zachowania się osoby badanej w sytuacji testowej wnioskować o jej zachowaniu w sytuacjach pozatestowych, życiowych"
kliniczna,Patologia społeczna (dewicja społeczna),"odchylenie od reguł działania społecznego, postępowanie niezgodne z normami, a także z wartościami przyjętymi w społeczeństwie lub w grupie społecznej. Zachowania dewiacyjne nie są jednoznacznie interpretowane i ich określenie jest zależne od przyjętych reguł w danym społeczeństwie."
kliniczna,Psychopatologia,"jej zadaniem jest opisywanie, wyjaśnianie i porządkowanie nieprawidłowych, chorobowych zjawisk psychicznych, którym przypisuje się znaczenie kliniczne, czyli objawów psychopatologicznych lub zespołów objawowych, a których rozpoznanie, analiza i ocena są przydatne w postępowaniu terapeutycznym. W szerszym rozumieniu, za przedmiot psychopatologii przyjmuje się opisywanie zaburzeń psychicznych."
kliniczna,Desensytyzacja (odwrażliwianie),"proces terapeutyczny polegający na redukowaniu intensywności reakcji lękowej (np. na traumatyczne przeżycia, obiekt wywołujący fobię) poprzez konstruowanie sytuacji, w których osoba (w rzeczywistości lub w wyobraźni) może skonfrontować się ze złagodzoną wersją swoich doświadczeń (czy obiektem lęku). Może oznaczać także pozbawienie wrażliwości wynikające z przyzwyczajenia się do widoku drastycznych scen."
kliniczna,Wolne skojarzenia (swobodne skojarzenia),"polegają na wypowiadaniu wszystkich treści, które przychodzą na myśl w związku z zadanym tematem (tematem jest zwykle czynność pomyłkowa, przejęzyczenie lub element marzenia sennego). Wypowiadanie myśli, które przychodzą pacjentowi do głowy wiąże się z pewnym świadomym wysiłkiem. Wysiłek ten jest konieczny aby pokonać stłumienie, czyli przywrócić do pola świadomości te myśli, od których świadomość uciekała."
kliniczna,Ekspozycja,"technika psychoterapii behawioralnej stosowana w leczeniu zaburzeń lękowych. Zakłada eksponowanie się pacjenta na sytuacje lub przedmioty, które choć bezpieczne, wzbudzają lęk. Dzięki tym planowanym ekspozycjom, lęk się w końcu zmniejsza i pacjent pokonuje swoje problemy. Z czasem lęk ma się zmniejszać."
kliniczna,Zaburzenia osobowości,"grupa zróżnicowanych zaburzeń,
które można określić jako długotrwałe, nie dające się zmienić istotne cechy
osobowości, zaburzające współżycie z innymi, a zwłaszcza poziom
funkcjonowania emocjonalnego, ale nie ograniczające kontaktu
z rzeczywistością"
kliniczna,Paranoiczne zaburzenia osobowości,"typ paranoiczny charakteryzuje się przede wszystkim brakiem zaufania i podejrzliwością
oraz nadwrażliwością. Ponieważ osoby te traktują wszystkich jako
chcących im szkodzić, zatem unikają bliższych związków z ludźmi. We
własnej ocenie poziom ich zaufania może jednak być znacznie odmienny."
kliniczna,Schizoidalne zaburzenia osobowości,"osoby schizoidalne odznaczają się brakiem ścisłych związków z innymi. Unikają oni kontaktów społecznych
nie z powodu braku zaufania do ludzi, ale ponieważ zdecydowanie wolą być sami w domu. 
Osoby schizoidalne wykazują powściągliwość w kontaktach oraz dysponują pewną 
ograniczoną paletą reakcji emocjonalnych. Inni uważają ich bardziej za obserwatorów otoczenia niż 
jego uczestników."
kliniczna,Schizotypowe zaburzenia osobowości,"zaburzenie przejawia się deficytem interpersonalnym polegającym na silnej niechęci do nawiązywania 
bliskich kontaktów, zniekształceniu czynności poznawczych i percepcji oraz zachowaniach
ekscentrycznych. Osoby te skłaniają się do izolacji, w obecności innych przeżywają znaczny lęk, mają 
zwykle niewielu przyjaciół.
"
kliniczna,Osobowość antyspołeczna,"typ zaburzeń osobowości o charakterze antyspołecznym określany jest często jako psychopatia lub socjopatia.
Najkrócej określa się tym pojęciem osoby, które zupełnie lekceważą, czy wręcz pogardzają prawami innych ludzi. 
To właśnie ten typ zaburzeń jest ściśle powiązany z wszelkiego rodzaju zachowaniami przestępczymi."
kliniczna,Chwiejne zaburzenia osobowości,"Osoby z tym zaburzeniem charakteryzują się brakiem stabilności w kontaktach interpersonalnych, niestabilnym 
obrazem samego siebie, brakiem stabilności afektu, a także znaczącym poziomem impulsywności. Zaburzenie to 
obejmuje całe spektrum typów osobowości, które pewna część teoretyków umieszcza pomiędzy zaburzeniami
afektywnymi i schizofrenią."
kliniczna,"Histeroidalne zaburzenia osobowości
","osoby histeroidalne odznaczają się przesadną emocjonalnością i domaganiem się ponad miarę zwracania na siebie
uwagi. Typowe określenie stosowane do tych osób to „przeładowanie emocjonalne”. Do niedawna stosowano do tych 
zaburzeń określenie zaburzenia histeryczne."
kliniczna,Narcystyczne zaburzenia osobowości,"osoby z zaburzeniami narcystycznymi prezentują siebie jako wzór wspaniałomyślności, przejawiają w nadmiarze
potrzebę podziwiania ich osoby oraz odznaczają się brakiem empatii. Są ekstremalnie zachwyceni własną osobą, 
przeceniają własne zasługi i zdolności, oczekują równocześnie od innych, aby podziwiali ich niezwykłość, a jeśli tak 
się nie dzieje, to stają się aroganccy i zarozumiali."
kliniczna,Niepewny siebie typ zaburzeń osobowości,"osoby tym typie osobowości odznaczają się chronicznym zahamowaniem w sytuacjach społecznych, poczuciem
niższości i silną wrażliwością na oceny negatywne oraz odrzucenie przez otoczenie społeczne"
kliniczna,Zależne zaburzenia osobowości,"osoby zależne zdają się tak całkowicie na innych, iż nie mogą sami podejmować nawet najmniejszych decyzji, 
zdają się całkowicie na innych w zwykłych codziennych sprawach i decyzjach, aby utwierdzić się w osobistej 
niewystarczalności i bezsilności. Boją się zadbania o samych siebie, a nawet boją się przebywać sami. 
W skrajnych przypadkach nie mogą znieść najmniejszej fizycznej nieobecności współmałżonka czy partnera"
kliniczna,Syndrom Borderline ,"to zaburzenie polegające między innymi na niestabilności nastroju, zaburzeniach tożsamości oraz poczuciu 
niespełnienia i pustki. Dysfunkcja ta charakteryzuje się przewagą uczuć negatywnych, lękiem przed odrzuceniem 
i porzuceniem oraz rozczarowaniem, nieumiejętnością budowania stabilnych relacji z innymi ludźmi, szczególnie 
relacji intymnych oraz niespójnym wizerunkiem własnego ""ja""."
kliniczna,Anhedonia,"termin oznaczający stan, w którym pacjent skarży się na obniżoną zdolność lub nawet niezdolność do odczuwania: przyjemności (zarówno zmysłowej, cielesnej jak i emocjonalnej, intelektualnej czy duchowej) i radości."
kliniczna,Choroba afektywna dwubiegunowa,"zaburzenie, które rozpoczyna się w większości przypadków około 35-40 roku życia i związana jest z występowaniem dwóch rodzajów zachowań: depresyjnych (smutek, przygnębienie, brak chęci do życia, nawiązywania kontaktu z innymi osobami) oraz manii (nadmierna pobudliwość, euforia, ryzykowne a nawet bardzo niebezpieczne zachowania)."
kliniczna,Superwizja,"proces uczenia się, w którym superwizant (psychoterapeuta zgłaszający się na superwizję) pracuje z bardziej doświadczonym specjalistą nad wzbogacaniem własnych umiejętności i doświadczenia zawodowego, które docelowo mają służyć klientowi zgłaszającemu się po pomoc."
kliniczna,zależność psychiczna,"
silna potrzeba doznawania skutków działania określonej substancji lub nawyku, co wiąże się zwykle z dążeniem 
dozwiększania i zdobywania kolejnej dawki mimo rosnących kosztów materialnych i moralnych"
kliniczna,zależność fizyczną,"następstwo „wbudowania” substancji uzależniającej w cykl przemian ustrojowych wskutek czego
po jej odstawieniu – występują dotkliwe objawy abstynencyjne zmuszające do dalszego jej 
przyjmowania"
kliniczna,Uzależnienie,sposób radzenia sobie z trudnościami i rodzaj mechanizmu obronnego
kliniczna,Wyposażenie genetyczne człowieka,"determinuje jego indywidualne predyspozycje, na przykład do sięgania po używki. W przypadku 
alkoholu naukowcy udowodnili hipotezę na temat genetycznych predyspozycji dzieci alkoholików 
do podatności na to uzależnienie."
kliniczna,Czynniki psychologiczne,"to cechy podnoszące ryzyko uzależnienia, takie jak: niska samoocena, introwertyzm, nieśmiałość, niestabilność
 i niedojrzałość emocjonalna, mała odporność na stres, wysoka potrzeba natychmiastowej gratyfikacji, 
przesadna idealizacja bądź lekceważenie innych, poszukiwanie wrażeń."
kliniczna,Alkoholizm,"choroba alkoholowa (zespół zależności alkoholowej) czyli uzależnienie od alkoholu etylowego, a w szerokim 
znaczeniu to następstwa nadmiernego używania alkoholu"
kliniczna,Pracoholizm,"jest zaburzeniem, które powoduje, że dana osoba wręcz obsesyjnie podchodzi do swojej pracy, co ma znaczny 
wpływ na to jak wygląda jej życie prywatne."
kliniczna,Narkomania,"to powszechnie znane uzależnienie od narkotyków, czyli substancji, które mają wpływ na czynności 
mózgu. Narkomania charakteryzuje się tak zwanym głodem narkotycznym, czyli fizycznym 
cierpieniem spowodowanym odstawieniem substancji, który prowadzi do zdobycia narkotyku za 
wszelką cenę"
kliniczna,Uzależnienie od hazardu,"należy do uzależnień behawioralnych i jest definiowane, jako powtarzające się działanie, które nie 
może być kontrolowane i jest ze szkodą dla osoby uzależnionej, jej wartości, zobowiązań 
społecznych, zawodowych, ekonomicznych i rodzinnych,"
kliniczna,"Uzależnienie behawioralne 
(czynnościowe)","zespół objawów związanych z utrwalonym, wielokrotnym powtarzaniem określonej czynności 
(lub grupy czynności) w celu uzyskania takich stanów emocjonalnych jak przyjemność, euforia, 
ulga, uczucie zaspokojenia."
kliniczna,Zakupoholizm,to uzależnienie od czynności robienia zakupów
kliniczna,Ortoreksja,"patologiczna koncentracja na spożywaniu zdrowego jedzenia, która prowadzi do znacznych ograniczeń 
żywieniowych."
kliniczna,Tanoreksja,"uzależnienie polegające na ciągłej chęci opalania się, najczęściej występujące u młodych kobiet"
kliniczna,Bigoreksja,"to zaburzenie postrzegania własnego ciała, powodujące dysmorfię mięśniową, czyli 
nieustanne poczucie niezadowolenia z osiągniętych efektów i potrzebę zwiększania 
masy mięśniowej, bez satysfakcji i wyczucia, w którym momencie warto się zatrzymać."
kliniczna,Amnezja,to częściowa lub całkowita niezdolność do przypomnienia sobie bądź rozpoznawania minionych doświadczeń.
kliniczna,Fuga,"(po francusku „fuge” – ucieczka) sposób wycofania się człowieka lub ucieczki od problemów prawdziwego życia. Osoba nie tylko wchodzi w stan amnezji, ale oddala się od swego środowiska, często przyjmując częściowo lub całkowicie nową tożsamość."
kliniczna,Poznanie,"zdolność człowieka i innych gatunków do odbioru informacji z otoczenia oraz przetwarzania ich w celu skutecznej kontroli własnego działania, a także lepszego przystosowania się do warunków środowiska."
kliniczna,Miary behawioralne,są to sposoby badania zewnętrznych działań oraz obserwowalnych i dających się zaobserwować reakcji.
kliniczna,Miary samoopisowe,"są to odpowiedzi słowne, w formie pisemnej lub ustnej, na pytania stawiane przez badacza."
kliniczna,Nieświadomość,"procesy psychiczne, które nie dopuszczają do świadomego zdania sobie sprawy z wszelkich informacji, które wywołałyby niezwykle silny lęk, gdyby zostały rozpoznane."
kliniczna,Środki psychotropowe,"to substancje chemiczne, które wpływają na procesy psychiczne i zachowanie, zmieniając na pewien czas świadomość."
kliniczna,Medytacja,"forma zmiany świadomości, mająca na celu zwiększenie samowiedzy i polepszenie samopoczucia przez zredukowanie stresu."
kliniczna,Wrażenie,"proces, w którym pobudzony receptor zmysłowy daje początek impulsom nerowym, a ich wynikiem jest doznanie czucia, czyli świadomość zjawisk na zewnątrz lub wewnątrz organizmu."
kliniczna,Transdukcja,proces przemiany jednego rodzaju energii fizycznej np. światła na inną np. impulsy nerwowe.
kliniczna,Percepcja/spostrzeganie,"po odbiorze wrażeń następuje etap, w którym kształtuje się wewnętrza interpretacja obiektu i powstają spostrzeżenia bodźców odbieranych zewnątrz."
kliniczna,Uczenie się,"proces, który prowadzi do względnie trwałej zmiany zachowania i który opiera się na doświadczeniu."
kliniczna,Pamięć,"aktywny system umysłowy, który odbiera, koduje, modyfikuje i wyszukuje informację."
kliniczna,Pamiętanie,"określenie zarówno przechowywania informacji jak i ""wydobywania"" - przypominania."
kliniczna,Pamięć utajona,"wiedza wynikajaca z doświadczeń, z których pozytywnego wpływu na wykonywane przez siebie czynności nie zdajemy sobie sprawy."
rozwoju ,Atawizm ,"pozostałości po zwierzęcych przodkach człowieka, np.raczkowanie – na 4 kończynach jak zwierzęta, wspinanie się."
rozwoju ,Interakcja,wzajemne skomplikowanie czynników biologicznych (wewnętrznych)i środowiskowych (zewnętrznych).
rozwoju ,Imprinting,"inaczej wdrukowanie, podążanie za, wtłoczenie, wytwarzanie pierwowzoru, trwałe piętno cechy instynktownej - polega na uczeniu się poprzez naśladownictwo, które pojawia się bardzo wcześnie, trwa bardzo krótko, a daje trwałe efekty, determinując w dużym stopniu dalsze społeczne zachowanie się."
rozwoju ,Deprywacje,"ubóstwo bodźców sensorycznych, podniet stymulujących aktywność dziecka, brak więzi uczuciowej z matką - hamują rozwój dziecka powodując nieodwracalne szkody."
rozwoju ,Asymilacja,włączanie w struktury organizmu nowych informacji napływających ze środowiska rozwojowego.
rozwoju ,Akomodacja,dostosowanie struktury schematów poznawczych do nowych danych lub sytuacji środowiskowych.
rozwoju ,Styl autorytarny,"restrykcyjny; dorośli wyznaczają zasady oczekując bezwzględnego posłuszeństwa, rzadkie tłumaczenie co jest ważne, częste kary, przymus i nieokazywanie miłości. Rodzice są niewrażliwi na wizje dziecka oczekują akceptacji ich wymagań jako prawa."
rozwoju ,Styl autorytatywny,"kontrolujący, elastyczny, rodzice wyznaczają rozsądne zasady, tłumacza są responsywni i akceptujący punkty widzenia dzieci, zachęcają do podejmowania wspólnych rodzinnych decyzji. Kontrolują racjonalnie, demokratycznie szanując perspektywę dziecka."
rozwoju ,Styl permisywny,"akceptujący, swobodnie wychowujący. Niewiele zasad, dozwolone swobodnie okazywać uczucia i impulsy, nie kontrolują zachowań dzieci."
rozwoju ,Styl zaniedbujący,"(nie dbam o ciebie ani o to co robisz) luźne, niewymagające podejście rodziców odrzucających dzieci lub tak zapracowanych, zestresowanych, że nie mają czasu i energii na wychowywanie dzieci. Rzadko stosują zasady i wymagania, są niezaangażowani i niewrażliwi na potrzeby dzieci."
rozwoju ,Przywiązanie,"szczególna więź uczuciowa dającą dziecku poczucie bezpieczeństwa, która stanowi pierwotną (nie wtórną) potrzebę dziecka."
rozwoju ,Przywiązanie bezpieczne,"dziecko traktuje opiekuna jako „bezpieczna bazę”, mało płacze, rzadko reaguje protestem na oddalenie się opiekuna, chętnie eksploruje środowisko, co jakiś czas nawiązuje kontakt wzrokowy, gdy opiekun odchodzi-płacze jest napięte, nie eksploruje otoczenia a gdy wraca - wita go z radością."
rozwoju ,Przywiązanie unikające,"dziecko eksploruje otoczenie, dużo płacze nawet przy opiekunie, trudno je uspokoić, po wyjściu opiekuna małe napięcie a po powrocie unikanie go - występuje u ok. 20% dzieci"
rozwoju ,Przywiązanie lękowe,"dziecko eksploruje, dużo płacze, kurczowo trzyma się opiekuna a po jego wyjściu trudno się uspokaja - występuje u ok. 13% dzieci "
rozwoju ,Obserwacja anegdotyczna,"polega na analizie poszczególnych zdarzeń, jakie miały miejsce w życiu dziecka, mających charakter anegdotek np. urodziny. Ten typ obserwacji prowadzony jest często przez dłuższy okres czasu, dane zebrane są w specjalnym arkuszu obserwacyjnym."
rozwoju ,Monotropia,największe przywiązanie do jednej osoby
rozwoju ,Choroba sieroca,"występujący u dzieci zespół zaburzeń i opóźnień w rozwoju ﬁzycznym, ruchowym i psychicznym spowodowany długotrwałą rozłąką z osobami bliskim (rodzicami, matka). Choroba jest spowodowana brakiem miłości. Występuje najczęściej u dzieci, które są wychowywane w domach dziecka, ale również w rodzinach gdzie występują nieprawidłowe relacje."
rozwoju ,Teoria przyjemności funkcjonalnej (Buhler) ,"głównym powodem zabawy jest możliwość uzyskania przyjemności funkcjonalnej, która polega na samej aktywności czyli bawieniu się, a nie jej wyniku. ""Nie chodzi więc o to, żeby złapać króliczka, ale żeby go gonić"". Przyjemne uczucia tkwią w samym działaniu."
rozwoju ,Fluktuacja emocji,"rozwój emocjonalny dziecka nie jest procesem progresywnym, lecz podlega fluktuacjom tzn. że stany równowagi emocjonalnej przeplatają się ze stanami braku równowagi. Przyczyną tego jest swoisty rytm neurobiologiczny rozwoju ontogenetycznego. To droga od stanu przystosowania emocjonalnego do kryzysu w fazie następnej."
rozwoju ,Sekularyzacja,polega na przyspieszonym tempie rozwoju fizycznego i psychicznego danego pokolenia w porównaniu z pokoleniem wcześniejszym (np. wcześniejszy rozwój płciowy)  
rozwoju ,Okres krytyczny (sensytywny),"to okres szczególnej wrażliwości w trakcie rozwoju, gdy organizm jest najlepiej przygotowany do nabycia określonych nawyków, zachowań czy właściwości, np. języka, jeśli pojawią się w środowisku odpowiednie bodźce i doświadczenia."
rozwoju ,"Rozwój fizyczny, poznawczy, psychospołeczny","fizyczny obejmuje wzrastanie i zmiany zachodzące w ciele i mózgu, rozwój zmysłów, motoryki oraz zdrowie i dobrostan człowieka. Rozwój poznawczy odnosi się do uczenia, uwagi, pamięci, języka, myślenia, wnioskowania i kreatywności. Rozwój psychospołeczny dotyczy emocji, osobowości i relacji społecznych"
rozwoju ,Zegar biologiczny,"wyznacza kolejność doświadczeń płynących z organizmu, wszystkie przemiany jakim podlega nasze ciało podporządkowane są działaniu tego zegara; zewnętrzne środowiskowe wpływy mogą to opóźniać lub przyspieszać."
rozwoju ,Zegar społeczny,"określa kolejność doświadczeń kulturowych uniwersalnych dla ludzi w danym wieku; zależnie od wieku, ku ludziom kierowane są ściśle określone i podobne oczekiwania otoczenia społecznego."
rozwoju ,Rozwój ciągły,"pogląd, zgodnie z którym rozwój jest procesem kumulacyjnym: stopniowym doskonaleniem posiadanych umiejętności. W tym przypadku zmiana zachodzi płynnie (liniowo) np. fizyczny wzrost dziecka: z każdym rokiem przybywa mu centymetrów."
rozwoju ,Doświadczenia Harlowa (1954), bezpośredni kontakt dotykowy jest podstawą dla kształtowania się trwałych więzi emocjonalnych.
rozwoju ,Strategia porównań podłużnych (badania podłużne),"badania, w których te same jednostki są obserwowane i badane wiele razy, często przez dłuższy okres czasu np. wiele lat. Strategia ta oparta jest na kryterium czasowym, pozwala na uchwycenie mechanizmów zmiany oraz czynników mogących wpłynąć na zachowanie.

"
rozwoju ,Baby blues,"krótki epizod depresyjny po porodzie, osłabienie nastroju matki wywołane przeżyciem porodu, ustępuje szybko przy wsparciu bliskich, występuje przy około 80% wszystkich porodów."
rozwoju ,Strefa najbliższego rozwoju,"zakres zdarzeń, które są zbyt trudne, by dziecko mogło samodzielnie je opanować, ale które mogą być osiągnięte przy pomocy i zachęcie bardziej rozwiniętego partnera, np. Ojciec układa z córką puzzle."
rozwoju ,Sterowane uczestnictwo,"rozwój dziecka poprzez udział wraz z dorosłym w kulturowo znaczących czynnościach, np. Zabieranie dziecka do pracy."
rozwoju ,Efekt widowni (wyimaginowana publiczność),"wrażenie/przeświadczenie będące udziałem nastolatka, że inni poświęcają jego osobie tyle samo uwagi, ile ona poświęca sobie"
rozwoju ,Egocentryzm młodzieńczy,"usilne zajmowanie się własnymi myślami i przeżyciami, skoncentrowanie na sobie, nawykowe obserwowanie siebie z perspektywy innych osób"
rozwoju ,Krytycyzm młodzieńczy,"surowość osądu – wszechstronna, nastawiona na „wyłapywanie niezgodności” analiza"
rozwoju ,Mity osobiste (nastoletnie mitologizowanie własnej osoby),"poczucie wyjątkowości własnej osoby, połączone z intensywnym fantazjowaniem na swój temat; wiara we własną niepowtarzalność; wrażenie, że własne przeżycia i doznania są „nadzwyczajne” i nie przytrafiają się innym"
rozwoju ,Myślenie hipotetyczno-dedukcyjne,wyciąganie wniosków z czystych hipotez; przechodzenie od ogólnych sformułowań do ich zastosowania w konkretnych sytuacjach; przechodzenie od możliwości i od hipotez do rzeczywistości
rozwoju ,Myślenie naukowo-indukcyjne,"przechodzenie w rozumieniu od szczegółu do ogółu, wyciąganie wniosków na podstawie przeprowadzonych doświadczeń i eksperymentów"
rozwoju ,Pozorna obłuda,"doszukiwanie się problemów w prostych, oczywistych sytuacjach "
